settimana,giorno,data,fascia,classi,scuola,citta,laboratorio,incontro,formatrice
14,05-ven,08/05/2026,8-10,4GL,IIS PeanoRosa,Nereto,orientamento e competenze,1,Margherita
14,05-ven,08/05/2026,8-10,"3F,3G",Liceo Scientifico Einstein,Teramo,citizen science,5,Margherita
14,05-ven,08/05/2026,8-10,"4D,4F",Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,5,Margherita
14,05-ven,08/05/2026,8-10,"4G,4H",Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,4,Margherita
14,05-ven,08/05/2026,9-11,4MA,IIS L.Da Vinci-De Giorgio,Lanciano,orientamento e competenze,2,Andreea
14,05-ven,08/05/2026,9-13,"4CU,5BS",Liceo Pascal,Pompei,citizen science,5,Andreea
14,06-sab,09/05/2026,9-11,"3F,4B",IIS Fermi,Sulmona,orientamento e competenze,2,Margherita
14,06-sab,09/05/2026,9-13,3B,Liceo Scientifico Vitruvio Pollione,Avezzano,presentazione manuali,1,Margherita
15,01-lun,11/05/2026,8-10,5F,Liceo Scientifico Leonardo da Vinci,Pescara,sensibilizzazione discriminazioni di genere pt.2,1,Andreea
15,01-lun,11/05/2026,8-10,3M,Liceo Scientifico Vitruvio Pollione,Avezzano,presentazione manuali,1,Andreea
15,01-lun,11/05/2026,11-13,"4G,4H",Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,5,Anita
15,01-lun,11/05/2026,14-16,"3D,3G",Liceo Scientifico Einstein,Teramo,presentazione manuali,1,Anita
15,02-mar,12/05/2026,8-10,5AtIB,IIS L.Da Vinci-De Giorgio,Lanciano,orientamento e competenze,2,Andreea
15,02-mar,12/05/2026,8-10,"3A,3C",IIS. E. Mattei,Vasto,orientamento e competenze,2,Anita
15,02-mar,12/05/2026,8-10,5G,Liceo Scientifico Einstein,Teramo,presentazione manuali,1,Andreea
15,02-mar,12/05/2026,8-10,4H,Liceo Scientifico G. Galilei,Pescara,citizen science,5,Andreea
15,02-mar,12/05/2026,8-10,"3O,4D",Liceo Scientifico Leonardo da Vinci,Pescara,presentazione manuali,1,Anita
15,02-mar,12/05/2026,9-11,5B,IIS. E. Mattei,Vasto,presentazione manuali,1,Anita
15,02-mar,12/05/2026,9-13,"4AS-SAA,4BU",Liceo Pascal,Pompei,presentazione manuali,1,Andreea
15,02-mar,12/05/2026,14-18,"4CI,5ALSA",IIS Amedeo D'Aosta,L'Aquila,presentazione manuali,1,Anita
15,02-mar,12/05/2026,15-17,"4ASA,4B",Liceo Scientifico G. Galilei,Pescara,citizen science,5,Anita
15,02-mar,12/05/2026,15-19,"4A,5AM",Liceo Scientifico P. P. Pasolini,Potenza,citizen science,5,Anita
15,02-mar,12/05/2026,15-19,5D,Liceo Scientifico P. P. Pasolini,Potenza,sensibilizzazione discriminazioni di genere,2,Anita
15,03-mer,13/05/2026,8-10,5AL,IIS PeanoRosa,Nereto,citizen science,5,Anita
15,03-mer,13/05/2026,9-11,"4B,5C",IIS. E. Mattei,Vasto,orientamento e competenze,2,Ida
15,03-mer,13/05/2026,9-11,"5G,5I",Liceo Scientifico Leonardo da Vinci,Pescara,presentazione manuali,1,Anita
15,03-mer,13/05/2026,14-16,"4ALSA,5DI",IIS Amedeo D'Aosta,L'Aquila,presentazione manuali,1,Ida
15,03-mer,13/05/2026,14-18,"4CU,5AS",Liceo Pascal,Pompei,presentazione manuali,1,Anita
15,03-mer,13/05/2026,14.30-16.30,"3A,3D",Liceo Scientifico e Linguistico M.Curie,Giulianova,presentazione manuali,1,Anita
15,04-gio,14/05/2026,9-11,5O,Liceo Scientifico Leonardo da Vinci,Pescara,sensibilizzazione discriminazioni di genere,2,Anita
15,04-gio,14/05/2026,10-12,4GL,IIS PeanoRosa,Nereto,orientamento e competenze,2,Ida
15,04-gio,14/05/2026,14-18,"3ESA,4BS",Liceo Pascal,Pompei,presentazione manuali,1,Andreea
16,01-lun,18/05/2026,8-10,"5D,5F",Liceo Scientifico Leonardo da Vinci,Pescara,presentazione manuali,1,Anita
16,01-lun,18/05/2026,9-11,5C,IIS. E. Mattei,Vasto,presentazione manuali,1,Andreea
16,02-mar,19/05/2026,9-11,"3C,5E",Liceo Scientifico e Linguistico M.Curie,Giulianova,presentazione manuali,1,Anita
16,02-mar,19/05/2026,9-13,"4ASA,4B",Liceo Scientifico G. Galilei,Pescara,presentazione manuali,1,Andreea
16,02-mar,19/05/2026,9-13,5C,Liceo Scientifico G. Galilei,Pescara,presentazione manuali,1,Ida
16,02-mar,19/05/2026,14-16,"3BLSA,3CI",IIS Amedeo D'Aosta,L'Aquila,presentazione manuali,1,Ida
16,02-mar,19/05/2026,14-16,"3F,4B",Liceo Scientifico Einstein,Teramo,presentazione manuali,1,Ida
16,02-mar,19/05/2026,14-16,"4D,4G",Liceo Scientifico Einstein,Teramo,presentazione manuali,1,Anita
16,02-mar,19/05/2026,14-18,"4AtA,5AtIB",IIS L.Da Vinci-De Giorgio,Lanciano,presentazione manuali,1,Anita
16,02-mar,19/05/2026,15-17,"4DS,5BS",Liceo Pascal,Pompei,presentazione manuali,1,Ida
16,02-mar,19/05/2026,15-17,"4BSA,4C",Liceo Scientifico G. Galilei,Pescara,presentazione manuali,1,Ida
16,02-mar,19/05/2026,15-19,"3A,3C",Liceo Scientifico P. P. Pasolini,Potenza,presentazione manuali,1,Anita
16,03-mer,20/05/2026,8-10,"4MA,5MBCH",IIS L.Da Vinci-De Giorgio,Lanciano,presentazione manuali,1,Ida
16,03-mer,20/05/2026,8-10,"3CL,5AL",IIS PeanoRosa,Nereto,presentazione manuali,1,Anita
16,03-mer,20/05/2026,8-10,"3GL,4GL",IIS PeanoRosa,Nereto,presentazione manuali,1,Anita
16,03-mer,20/05/2026,9-11,"3A,3C",IIS. E. Mattei,Vasto,presentazione manuali,1,Ida
16,03-mer,20/05/2026,9-11,"4H,4O",Liceo Scientifico Leonardo da Vinci,Pescara,presentazione manuali,1,Anita
16,03-mer,20/05/2026,9-11,5C,Liceo Scientifico e Linguistico M.Curie,Giulianova,presentazione manuali,1,Ida
16,03-mer,20/05/2026,10-12,"4CSA,4H",Liceo Scientifico G. Galilei,Pescara,presentazione manuali,1,Ida
16,03-mer,20/05/2026,11-13,"4C,4F",Liceo Scientifico Leonardo da Vinci,Pescara,presentazione manuali,1,Anita
16,03-mer,20/05/2026,14-18,"3AS,4AS",Liceo Pascal,Pompei,presentazione manuali,1,Andreea
16,03-mer,20/05/2026,15-19,"5C,5D",Liceo Scientifico P. P. Pasolini,Potenza,presentazione manuali,1,Anita
16,04-gio,21/05/2026,8-10,5F,IIS Fermi,Sulmona,orientamento e competenze,2,Ida
16,04-gio,21/05/2026,8-10,"5O,5P",Liceo Scientifico Leonardo da Vinci,Pescara,presentazione manuali,1,Andreea
16,04-gio,21/05/2026,9-11,"4B,4C",IIS. E. Mattei,Vasto,presentazione manuali,1,Anita
16,04-gio,21/05/2026,9-11,"4G,5H",Liceo Scientifico Leonardo da Vinci,Pescara,presentazione manuali,1,Ida
16,04-gio,21/05/2026,14-16,5DNO,Lic. Scientifico Bafile,L'Aquila,presentazione manuali,1,Anita
16,04-gio,21/05/2026,14-16,5A,Liceo Scientifico Einstein,Teramo,presentazione manuali,1,Anita
16,04-gio,21/05/2026,15-19,"3DSA,3I",Liceo Scientifico G. Galilei,Pescara,presentazione manuali,1,Anita
16,04-gio,21/05/2026,15.30-17.30,"4A,5AM",Liceo Scientifico P. P. Pasolini,Potenza,presentazione manuali,1,Anita
