slot_id,1-1-3A,2-1-3C,3-1-4B,4-1-4C,5-1-5B,6-1-5C,7-2-4BNO,8-2-5DNO,9-3-3BLSA,10-3-3CI,11-3-4ALSA,12-3-4CI,13-3-5DI,14-3-5ALSA,15-4-3AtMb,16-4-3InA,17-4-4AtA,18-4-4MA,19-4-5AtIB,20-4-5MBCH,21-5-3GL,22-5-3CL,23-5-4GL,24-5-5AL,25-6-3AS,26-6-3ESA,27-6-4AS-SAA,28-6-4BS,29-6-4AS,30-6-4BU,31-6-4CU,32-6-4DS,33-6-5BS,34-6-5AS,35-7-3D,36-7-3F,37-7-3G,38-7-4B,39-7-4D,40-7-4G,41-7-5A,42-7-5G,43-8-3DSA,44-8-3I,45-8-4ASA,46-8-4B,47-8-4BSA,48-8-4C,49-8-4CSA,50-8-4H,51-8-5C,52-9-3O,53-9-4C,54-9-4D,55-9-4F,56-9-4G,57-9-4H,58-9-4O,59-9-5D,60-9-5F,61-9-5G,62-9-5H,63-9-5I,64-9-5O,65-9-5P,66-10-3B,67-10-3M,68-11-3A,69-11-3C,70-11-3D,71-11-5E,72-11-5C,73-12-3A,74-12-3C,75-12-3E,76-12-4A,77-12-4C,78-12-5AM,79-12-5C,80-12-5D,81-12-5E,82-13-3C,83-13-3F,84-13-4A,85-13-4B,86-13-5A,87-13-5F,num_formatrici,num_formatrici_disponibili
s02-02-14-sab-M1,X,L4-3/3-1-4B:4-Margherita,L4-3/2-1-3C:4-Margherita,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,-,X,X,-,X,X,X,X,-,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,X,X,X,X,-,-,X,-,X,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,1,1
s02-02-14-sab-M2,X,-,-,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,-,X,X,-,X,X,X,X,-,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,X,X,X,X,L5-1/67-10-3M:4-Margherita,L5-1/66-10-3B:4-Margherita,X,-,X,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,1,1
s03-02-16-lun-M1,X,-,-,X,-,X,X,X,-,-,-,-,L5-1/14-3-5ALSA:3-Ida,L5-1/13-3-5DI:3-Ida,-,-,-,L5-1/19-4-5AtIB:4-Margherita,L5-1/18-4-4MA:4-Margherita,-,X,X,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,X,-,X,X,X,-,X,-,X,L4-2/60-9-5F:1-Anita,-,-,-,-,X,L4-2/54-9-4D:1-Anita,-,-,-,-,-,X,X,X,-,-,X,X,X,-,X,L4-4,X,X,X,X,X,-,-,-,-,-,-,4,4
s03-02-16-lun-M2,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,X,X,L8-1/24-5-5AL:3-Ida,L8-1/23-5-4GL:3-Ida,X,X,X,X,X,X,X,X,X,X,L8-1/40-7-4G:1-Anita,-,-,-,-,L8-1/35-7-3D:1-Anita,-,-,-,-,X,-,X,X,X,-,X,-,X,-,L4-2/57-9-4H:2-Andreea,-,L4-2/55-9-4F:2-Andreea,-,X,-,-,-,-,-,-,X,X,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,3,3
s03-02-16-lun-P,L4-1/4-1-4C:1-Anita,X,X,L4-1/1-1-3A:1-Anita,X,-,-,X,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,L5-2/26-6-3ESA:4-Margherita,L5-2/25-6-3AS:4-Margherita,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,-,-,X,X,X,-,X,X,-,X,L4-3,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,-,-,-,X,-,X,-,-,-,-,-,X,X,X,X,X,X,3,3
s03-02-17-mar-M1,X,-,-,X,-,X,X,X,-,-,L4-4/12-3-4CI:3-Ida,L4-4/11-3-4ALSA:3-Ida,-,-,-,-,-,-,-,-,X,X,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,X,-,X,X,X,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,L8-1/67-10-3M:1-Anita,L8-1/66-10-3B:1-Anita,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,2,3
s03-02-17-mar-M2,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,X,X,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,X,-,X,X,X,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,3
s03-02-17-mar-P,-,X,X,-,X,-,-,X,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,-,-,-,-,L4-2/31-6-4CU:1-Anita,L4-2/30-6-4BU:1-Anita,-,-,-,-,X,X,X,X,X,X,X,-,-,X,X,X,-,X,X,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,X,L5-2,X,-,-,-,-,X,-,X,-,-,-,-,-,X,X,X,X,X,X,2,2
s03-02-18-mer-M1,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,X,X,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,X,-,X,X,X,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,2
s03-02-18-mer-M2,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,X,X,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,X,-,X,X,X,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,2
s03-02-18-mer-P,-,X,X,-,X,-,-,X,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,-,-,X,X,X,-,X,X,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,L4-5/72-11-5C:1-Anita,L4-5/71-11-5E:1-Anita,L5-1/75-12-3E:3-Ida,X,L5-1/73-12-3A:3-Ida,X,L4-5,-,-,-,-,X,X,X,X,X,X,3,3
s03-02-19-gio-M1,X,-,-,X,-,X,X,X,-,-,-,-,-,-,L4-5/16-4-3InA:1-Anita,L4-5/15-4-3AtMb:1-Anita,-,-,-,-,X,X,-,-,X,X,X,X,X,X,X,X,X,X,-,L4-5/37-7-3G:3-Ida,L4-5/36-7-3F:3-Ida,-,-,-,-,-,-,-,X,-,X,X,X,-,X,L4-4/56-9-4G:2-Andreea,X,-,-,L4-4/52-9-3O:2-Andreea,-,-,X,-,-,-,-,-,-,X,X,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,3,3
s03-02-19-gio-M2,X,-,-,X,-,X,X,X,L4-4/10-3-3CI:3-Ida,L4-4/9-3-3BLSA:3-Ida,-,-,-,-,-,-,-,-,-,-,X,X,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,X,L4-5/50-8-4H:1-Anita,X,X,X,L4-5/46-8-4B:1-Anita,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,X,X,X,L4-3/70-11-3D:2-Andreea,L4-3/69-11-3C:2-Andreea,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,3,3
s03-02-19-gio-P,-,X,X,-,X,-,-,L4-3,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,-,L4-5/32-6-4DS:1-Anita,-,-,-,-,L4-5/27-6-4AS-SAA:1-Anita,-,-,-,X,X,X,X,X,X,X,-,-,X,X,X,-,X,X,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,-,-,-,X,-,X,-,-,-,-,-,X,X,X,X,X,X,2,2
s03-02-20-ven-M1,X,L4-5/3-1-4B:1-Anita,L4-5/2-1-3C:1-Anita,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,X,X,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,L8-1/42-7-5G:3-Ida,L8-1/41-7-5A:3-Ida,-,L8-1/39-7-4D:3-Ida,L8-1/38-7-4B:3-Ida,-,-,X,-,X,X,X,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,3,3
s03-02-20-ven-M2,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,X,X,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,X,-,X,X,X,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,3
s03-02-20-ven-P,-,X,X,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,-,-,L4-4/29-6-4AS:4-Margherita,L4-4/28-6-4BS:4-Margherita,X,X,-,-,-,-,X,X,X,X,X,X,X,-,-,X,X,X,-,X,X,-,X,-,X,X,X,X,X,L5-1,X,X,X,X,X,X,X,X,-,X,-,-,-,-,X,-,X,-,L4-4,-,-,-,X,X,X,X,X,X,3,3
s03-02-21-sab-M1,X,-,-,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,-,X,X,-,X,X,X,X,-,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,X,X,X,X,-,-,X,-,X,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,1
s03-02-21-sab-M2,X,-,-,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,-,X,X,-,X,X,X,X,-,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,X,X,X,X,-,-,X,-,X,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,1
s04-02-23-lun-M1,X,-,-,X,X,X,X,X,-,-,-,-,-,-,-,-,L8-1/18-4-4MA:1-Anita,L8-1/17-4-4AtA:1-Anita,X,X,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,X,X,-,-,-,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,-,-,-,-,-,-,X,X,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,L9-1/87-13-5F:3-Ida,-,-,-,L9-1/83-13-3F:3-Ida,2,3
s04-02-23-lun-M2,X,-,-,X,X,X,X,X,-,L4-5/12-3-4CI:3-Ida,-,L4-5/10-3-3CI:3-Ida,L8-1/14-3-5ALSA:1-Anita,L8-1/13-3-5DI:1-Anita,-,-,-,-,X,X,L4-2/22-5-3CL:2-Andreea,L4-2/21-5-3GL:2-Andreea,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,X,X,-,-,-,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,-,-,-,-,-,-,X,X,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,3,3
s04-02-23-lun-P,-,X,X,-,X,-,-,L4-4,X,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,-,-,X,X,X,-,X,X,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,-,-,-,X,-,X,-,L4-5/81-12-5E:4-Margherita,-,-,L4-5/78-12-5AM:4-Margherita,X,X,X,X,X,X,2,3
s04-02-24-mar-M1,X,-,-,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,X,X,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,X,X,-,-,-,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,3
s04-02-24-mar-M2,X,-,-,X,X,X,X,X,L4-5/11-3-4ALSA:3-Ida,-,L4-5/9-3-3BLSA:3-Ida,-,-,-,-,-,-,-,X,X,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,X,X,-,-,-,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,1,3
s04-02-24-mar-P,-,X,X,-,X,-,-,-,X,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,-,-,X,X,X,-,X,X,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,L4-3/72-11-5C:1-Anita,L4-3/71-11-5E:1-Anita,-,X,-,X,L4-2,-,-,-,-,X,X,X,X,X,X,2,2
s04-02-25-mer-M1,X,-,-,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,X,X,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,X,X,-,-,-,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,2
s04-02-25-mer-M2,X,-,-,X,X,X,X,X,-,-,-,-,-,-,L4-3/16-4-3InA:1-Anita,L4-3/15-4-3AtMb:1-Anita,-,-,X,X,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,L4-1/37-7-3G:3-Ida,L4-1/36-7-3F:3-Ida,-,X,X,-,-,-,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,2,2
s04-02-25-mer-P,L4-5/4-1-4C:3-Ida,X,X,L4-5/1-1-3A:3-Ida,X,-,-,-,X,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,L8-1/26-6-3ESA:1-Anita,L8-1/25-6-3AS:1-Anita,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,-,-,X,X,X,-,X,X,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,-,-,-,X,-,X,-,-,L4-1/80-12-5D:2-Andreea,L4-1/79-12-5C:2-Andreea,-,X,X,X,X,X,X,3,3
s04-02-26-gio-M1,X,-,-,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,X,X,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,X,X,-,-,-,-,X,-,X,X,X,X,X,L4-1,X,X,X,X,X,X,X,L4-1/61-9-5G:4-Margherita,L4-1/60-9-5F:4-Margherita,-,-,-,-,X,X,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,2,4
s04-02-26-gio-M2,X,L4-2/3-1-4B:1-Anita,L4-2/2-1-3C:1-Anita,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,X,X,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,X,X,-,-,-,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,-,-,-,-,-,-,X,X,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,1,3
s04-02-26-gio-P,-,X,X,-,X,L5-2,-,-,X,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,-,-,-,-,-,-,-,-,L4-5/34-6-5AS:1-Anita,L4-5/33-6-5BS:1-Anita,-,X,X,X,X,X,X,X,-,-,X,X,X,-,X,X,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,-,-,-,X,-,X,-,-,-,-,-,X,X,X,X,X,X,2,2
s04-02-27-ven-M1,X,-,-,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,X,X,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,X,X,-,-,-,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,X,L4-1/70-11-3D:1-Anita,L4-1/69-11-3C:1-Anita,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,1,3
s04-02-27-ven-M2,X,-,-,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,X,X,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,X,X,-,-,-,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,L4-1,X,X,X,X,X,-,-,-,-,-,-,1,3
s04-02-27-ven-P,-,X,X,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,-,-,L4-4/32-6-4DS:1-Anita,L4-2/29-6-4AS:4-Margherita,L4-2/28-6-4BS:4-Margherita,X,X,L4-4/27-6-4AS-SAA:1-Anita,-,-,-,X,X,X,X,X,X,X,-,-,X,X,X,-,X,X,-,X,L4-4,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,-,-,-,X,-,X,-,-,-,-,-,X,X,X,X,X,X,3,3
s04-02-28-sab-M1,X,-,-,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,-,X,X,-,X,X,X,X,-,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,X,X,X,X,-,-,X,-,X,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,1
s04-02-28-sab-M2,X,-,-,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,-,X,X,-,X,X,X,X,-,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,X,X,X,X,-,-,X,-,X,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,1
s05-03-02-lun-M1,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,X,X,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,X,X,-,-,-,-,L4-4/47-8-4BSA:1-Anita,-,L4-4/45-8-4ASA:1-Anita,X,-,X,X,-,X,X,X,X,X,X,X,-,-,-,-,-,-,X,X,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,1,3
s05-03-02-lun-M2,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,X,X,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,X,X,-,-,-,-,-,-,-,X,-,X,X,-,X,X,X,X,X,X,X,-,-,-,-,-,-,X,X,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,3
s05-03-02-lun-P,-,X,X,-,X,-,-,-,X,-,-,-,-,-,-,-,X,X,-,-,X,X,X,X,-,-,-,-,-,L4-1/31-6-4CU:1-Anita,L4-1/30-6-4BU:1-Anita,-,-,-,-,X,X,X,X,X,X,X,-,-,-,X,-,-,-,X,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,X,L8-1/70-11-3D:4-Margherita,X,L8-1/68-11-3A:4-Margherita,-,-,-,X,-,X,-,-,-,-,-,X,X,X,X,X,X,2,3
s05-03-03-mar-M1,X,-,-,X,-,X,X,X,L8-1/10-3-3CI:1-Anita,L8-1/9-3-3BLSA:1-Anita,-,-,-,-,-,-,X,X,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,L8-1/37-7-3G:3-Ida,L8-1/36-7-3F:3-Ida,-,X,X,-,-,-,-,-,-,-,X,-,X,X,-,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,X,L8-1,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,3,3
s05-03-03-mar-M2,X,L5-1/3-1-4B:2-Andreea,L5-1/2-1-3C:2-Andreea,X,-,X,X,X,-,-,-,-,-,-,-,-,X,X,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,X,X,-,-,-,-,-,-,-,X,-,X,X,-,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,1,3
s05-03-03-mar-P,-,X,X,-,X,-,-,-,X,-,-,-,-,-,L8-1/16-4-3InA:3-Ida,L8-1/15-4-3AtMb:3-Ida,X,X,-,-,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,-,-,-,X,-,-,-,X,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,L4-1/72-11-5C:1-Anita,L4-1/71-11-5E:1-Anita,-,X,-,X,-,-,-,-,-,X,X,X,X,X,X,2,2
s05-03-04-mer-M1,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,X,X,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,X,X,-,-,-,-,-,-,-,X,-,X,X,-,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,2
s05-03-04-mer-M2,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,X,X,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,X,X,-,-,-,-,-,-,-,X,-,X,X,-,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,2
s05-03-04-mer-P,-,X,X,-,X,L5-1,-,-,X,-,-,-,-,-,-,-,X,X,-,-,X,X,X,X,-,-,-,L5-2/29-6-4AS:1-Anita,L5-2/28-6-4BS:1-Anita,-,-,-,-,-,-,X,X,X,X,X,X,X,-,-,-,X,-,-,-,X,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,-,-,-,X,-,X,-,-,L5-1/80-12-5D:2-Andreea,L5-1/79-12-5C:2-Andreea,-,X,X,X,X,X,X,3,3
s05-03-05-gio-M1,X,-,-,X,-,X,X,X,-,-,L4-1/12-3-4CI:4-Margherita,L4-1/11-3-4ALSA:4-Margherita,-,-,-,-,X,X,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,X,X,-,-,-,-,-,-,-,X,-,X,X,-,X,X,X,X,X,X,X,-,-,-,-,-,-,X,X,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,1,4
s05-03-05-gio-M2,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,X,X,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,X,X,-,-,-,-,-,-,-,X,-,X,X,-,X,X,X,X,X,X,X,-,-,-,-,-,-,X,X,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,3
s05-03-05-gio-P,L4-3/4-1-4C:1-Anita,X,X,L4-3/1-1-3A:1-Anita,X,-,-,L4-2,X,-,-,-,-,-,-,-,X,X,-,-,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,-,-,-,X,-,-,-,X,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,-,-,-,X,-,X,-,L4-3/81-12-5E:4-Margherita,-,-,L4-3/78-12-5AM:4-Margherita,X,X,X,X,X,X,3,3
s05-03-06-ven-M1,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,X,X,-,-,L4-5/22-5-3CL:1-Anita,L4-5/21-5-3GL:1-Anita,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,X,X,-,-,-,-,-,-,-,X,-,X,X,-,X,X,X,X,X,X,X,L4-5/61-9-5G:2-Andreea,L4-5/60-9-5F:2-Andreea,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,2,3
s05-03-06-ven-M2,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,X,X,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,X,X,-,-,-,-,-,-,-,X,-,X,X,-,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,3
s05-03-06-ven-P,-,X,X,-,X,-,X,X,X,-,-,-,-,-,-,-,X,X,-,-,X,X,X,X,-,-,-,-,-,X,X,-,-,-,-,X,X,X,X,X,X,X,-,-,-,X,-,-,-,X,-,X,L8-1/59-9-5D:1-Anita,X,X,X,X,X,L8-1/53-9-4C:1-Anita,X,X,X,X,X,X,X,X,-,X,-,-,-,-,X,-,X,-,-,-,-,-,X,X,X,X,X,X,1,2
s05-03-07-sab-M1,X,-,-,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,-,X,X,-,X,X,X,X,-,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,X,X,X,X,-,-,X,-,X,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,1
s05-03-07-sab-M2,X,-,-,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,-,X,X,-,X,X,X,X,-,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,X,X,X,X,-,-,X,-,X,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,1
s06-03-09-lun-M1,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,X,X,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,L9-1,L8-1,-,-,-,-,X,X,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,L9-1/85-13-4B:1-Anita,L9-1/84-13-4A:1-Anita,-,-,3,3
s06-03-09-lun-M2,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,X,X,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,X,X,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,3
s06-03-09-lun-P,-,X,X,-,X,-,-,-,X,-,-,-,-,-,-,-,X,X,-,-,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,-,-,-,X,-,-,-,X,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,-,-,-,X,-,X,-,-,-,-,-,X,X,X,X,X,X,0,3
s06-03-10-mar-M1,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,X,X,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,3
s06-03-10-mar-M2,X,L5-2/3-1-4B:2-Andreea,L5-2/2-1-3C:2-Andreea,X,-,X,X,X,-,-,-,-,-,-,-,-,X,X,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,1,3
