settimana,giorno,data,fascia,classi,scuola,citta,laboratorio,incontro,formatrice
6,02-mar,03/03/2026,10-12,"3CL,5AL",IIS PeanoRosa,Nereto,citizen science,3,Andreea
6,02-mar,03/03/2026,10-12,5G,Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,4,Anita
6,02-mar,03/03/2026,14-16,5DNO,Lic. Scientifico Bafile,L'Aquila,citizen science,3,Ida
6,02-mar,03/03/2026,15-19,"3DSA,3I",Liceo Scientifico G. Galilei,Pescara,sensibilizzazione discriminazioni di genere,2,Andreea
6,03-mer,04/03/2026,8-10,3InA,IIS L.Da Vinci-De Giorgio,Lanciano,citizen science,5,Anita
6,03-mer,04/03/2026,8-10,3C,IIS. E. Mattei,Vasto,citizen science,3,Anita
6,03-mer,04/03/2026,10-12,4BSA,Liceo Scientifico G. Galilei,Pescara,citizen science,4,Anita
6,03-mer,04/03/2026,15-19,"3E,5D",Liceo Scientifico P. P. Pasolini,Potenza,orientamento e competenze,1,Anita
6,03-mer,04/03/2026,15.30-17.30,5C,Liceo Scientifico P. P. Pasolini,Potenza,citizen science,3,Ida
6,04-gio,05/03/2026,8-10,5I,Liceo Scientifico Leonardo da Vinci,Pescara,orientamento e competenze,2,Margherita
6,04-gio,05/03/2026,10-12,"5H,5P",Liceo Scientifico Leonardo da Vinci,Pescara,orientamento e competenze,2,Margherita
7,01-lun,09/03/2026,8-10,"3BLSA,4CI",IIS Amedeo D'Aosta,L'Aquila,citizen science,5,Andreea
7,01-lun,09/03/2026,8-10,"4ALSA,5ALSA",IIS Amedeo D'Aosta,L'Aquila,citizen science,5,Andreea
7,01-lun,09/03/2026,8-10,4ASA,Liceo Scientifico G. Galilei,Pescara,citizen science,5,Anita
7,01-lun,09/03/2026,8-10,5P,Liceo Scientifico Leonardo da Vinci,Pescara,presentazione manuali,1,Ida
7,01-lun,09/03/2026,8-10,"5C,5E",Liceo Scientifico e Linguistico M.Curie,Giulianova,presentazione manuali,1,Andreea
7,01-lun,09/03/2026,10-12,"3O,5F",Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,5,Ida
7,01-lun,09/03/2026,9-13,"4AS,4BU",Liceo Pascal,Pompei,citizen science,5,Anita
7,01-lun,09/03/2026,9-13,4AS-SAA,Liceo Pascal,Pompei,citizen science,5,Margherita
7,01-lun,09/03/2026,9-13,3A,Liceo Scientifico P. P. Pasolini,Potenza,citizen science,5,Andreea
7,01-lun,09/03/2026,9-13,"3C,4A",Liceo Scientifico P. P. Pasolini,Potenza,presentazione manuali,1,Andreea
7,01-lun,09/03/2026,9-13,"3E,5D",Liceo Scientifico P. P. Pasolini,Potenza,orientamento e competenze,2,Anita
7,01-lun,09/03/2026,15-17,4BS,Liceo Pascal,Pompei,citizen science,5,Anita
7,01-lun,09/03/2026,15-17,4CU,Liceo Pascal,Pompei,citizen science,4,Ida
7,01-lun,09/03/2026,15-17,4CSA,Liceo Scientifico G. Galilei,Pescara,orientamento e competenze,2,Margherita
7,01-lun,09/03/2026,15.30-17.30,"5AM,5E",Liceo Scientifico P. P. Pasolini,Potenza,citizen science,4,Anita
7,01-lun,09/03/2026,15.30-17.30,5C,Liceo Scientifico P. P. Pasolini,Potenza,citizen science,4,Andreea
7,02-mar,10/03/2026,8-10,3C,IIS. E. Mattei,Vasto,citizen science,4,Andreea
7,02-mar,10/03/2026,8-10,4C,IIS. E. Mattei,Vasto,citizen science,3,Andreea
7,02-mar,10/03/2026,8-10,4D,Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,4,Anita
7,02-mar,10/03/2026,9-11,5G,Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,5,Anita
7,02-mar,10/03/2026,10-12,3A,IIS. E. Mattei,Vasto,orientamento e competenze,1,Ida
7,02-mar,10/03/2026,10-12,4G,Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,3,Andreea
7,02-mar,10/03/2026,11-13,"5B,5C",IIS. E. Mattei,Vasto,sensibilizzazione discriminazioni di genere,2,Anita
7,02-mar,10/03/2026,11-13,"5D,5I",Liceo Scientifico Leonardo da Vinci,Pescara,presentazione manuali,1,Anita
7,02-mar,10/03/2026,14-16,5DNO,Lic. Scientifico Bafile,L'Aquila,citizen science,4,Anita
7,03-mer,11/03/2026,8-10,4B,IIS. E. Mattei,Vasto,citizen science,2,Anita
7,03-mer,11/03/2026,8-10,4B,Liceo Scientifico G. Galilei,Pescara,citizen science,4,Anita
7,03-mer,11/03/2026,10-12,4F,Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,2,Anita
7,03-mer,11/03/2026,15-17,4H,Liceo Scientifico G. Galilei,Pescara,citizen science,4,Anita
7,04-gio,12/03/2026,8-10,"3CL,5AL",IIS PeanoRosa,Nereto,citizen science,4,Margherita
7,04-gio,12/03/2026,10-12,3GL,IIS PeanoRosa,Nereto,citizen science,4,Margherita
7,05-ven,13/03/2026,8-10,4GL,IIS PeanoRosa,Nereto,citizen science,5,Margherita
7,05-ven,13/03/2026,8-10,4C,Liceo Scientifico G. Galilei,Pescara,sensibilizzazione discriminazioni di genere,2,Margherita
7,05-ven,13/03/2026,8-10,"4C,4H",Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,3,Anita
7,05-ven,13/03/2026,10-12,4G,Liceo Scientifico Einstein,Teramo,presentazione manuali,1,Margherita
8,01-lun,16/03/2026,8-10,"3BLSA,3CI",IIS Amedeo D'Aosta,L'Aquila,presentazione manuali,1,Anita
8,01-lun,16/03/2026,8-10,3GL,IIS PeanoRosa,Nereto,citizen science,5,Ida
8,01-lun,16/03/2026,10-12,3A,IIS. E. Mattei,Vasto,orientamento e competenze,2,Ida
8,01-lun,16/03/2026,9-13,3AS,Liceo Pascal,Pompei,presentazione manuali,1,Andreea
8,01-lun,16/03/2026,9-13,"3ESA,4AS-SAA",Liceo Pascal,Pompei,presentazione manuali,1,Andreea
8,01-lun,16/03/2026,9-13,"4AS,5BS",Liceo Pascal,Pompei,presentazione manuali,1,Andreea
8,01-lun,16/03/2026,9-13,"4BS,4BU",Liceo Pascal,Pompei,presentazione manuali,1,Anita
8,01-lun,16/03/2026,9-13,"4DS,5AS",Liceo Pascal,Pompei,presentazione manuali,1,Anita
8,01-lun,16/03/2026,9-13,5C,Liceo Scientifico P. P. Pasolini,Potenza,citizen science,5,Anita
8,01-lun,16/03/2026,14-16,5DNO,Lic. Scientifico Bafile,L'Aquila,citizen science,5,Anita
8,01-lun,16/03/2026,15-17,4CU,Liceo Pascal,Pompei,citizen science,5,Andreea
8,01-lun,16/03/2026,15-17,3I,Liceo Scientifico G. Galilei,Pescara,presentazione manuali,1,Anita
8,01-lun,16/03/2026,15-17,4BSA,Liceo Scientifico G. Galilei,Pescara,citizen science,5,Margherita
8,02-mar,17/03/2026,8-10,"3CL,5AL",IIS PeanoRosa,Nereto,citizen science,5,Anita
8,02-mar,17/03/2026,8-10,"3O,4O",Liceo Scientifico Leonardo da Vinci,Pescara,sensibilizzazione discriminazioni di genere,1,Anita
8,02-mar,17/03/2026,8-10,3C,Liceo Scientifico e Linguistico M.Curie,Giulianova,presentazione manuali,1,Ida
8,02-mar,17/03/2026,9-11,3C,IIS. E. Mattei,Vasto,citizen science,5,Andreea
8,02-mar,17/03/2026,9-11,4F,Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,3,Anita
8,02-mar,17/03/2026,10-12,4D,Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,5,Ida
8,02-mar,17/03/2026,11-13,"4C,4H",Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,4,Anita
8,02-mar,17/03/2026,9-13,5F,Liceo Scientifico Leonardo da Vinci,Pescara,sensibilizzazione discriminazioni di genere pt.2,1,Anita
8,02-mar,17/03/2026,15-19,4B,Liceo Scientifico G. Galilei,Pescara,citizen science,5,Ida
8,02-mar,17/03/2026,15-19,4H,Liceo Scientifico G. Galilei,Pescara,citizen science,5,Anita
8,03-mer,18/03/2026,9-13,3A,Liceo Scientifico P. P. Pasolini,Potenza,orientamento e competenze,1,Anita
8,03-mer,18/03/2026,15.30-17.30,"5AM,5E",Liceo Scientifico P. P. Pasolini,Potenza,citizen science,5,Anita
8,04-gio,19/03/2026,8-10,"4ASA,4CSA",Liceo Scientifico G. Galilei,Pescara,presentazione manuali,1,Margherita
8,04-gio,19/03/2026,8-10,4G,Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,4,Ida
8,04-gio,19/03/2026,10-12,5ALSA,IIS Amedeo D'Aosta,L'Aquila,orientamento e competenze,1,Margherita
8,04-gio,19/03/2026,15-19,"3DSA,5C",Liceo Scientifico G. Galilei,Pescara,presentazione manuali,1,Margherita
9,01-lun,23/03/2026,8-10,"4ALSA,4CI",IIS Amedeo D'Aosta,L'Aquila,presentazione manuali,1,Margherita
9,01-lun,23/03/2026,8-10,5ALSA,IIS Amedeo D'Aosta,L'Aquila,orientamento e competenze,2,Margherita
9,01-lun,23/03/2026,8-10,3C,IIS Fermi,Sulmona,sensibilizzazione discriminazioni di genere pt.2,1,Margherita
9,01-lun,23/03/2026,8-10,"3AtMb,4AtA",IIS L.Da Vinci-De Giorgio,Lanciano,presentazione manuali,1,Margherita
9,01-lun,23/03/2026,8-10,"3A,5C",IIS. E. Mattei,Vasto,presentazione manuali,1,Ida
9,01-lun,23/03/2026,8-10,"3F,3G",Liceo Scientifico Einstein,Teramo,presentazione manuali,1,Margherita
9,01-lun,23/03/2026,8-10,"4B,4H",Liceo Scientifico G. Galilei,Pescara,presentazione manuali,1,Margherita
9,01-lun,23/03/2026,8-10,"4C,4H",Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,5,Margherita
9,01-lun,23/03/2026,10-12,"5G,5O",Liceo Scientifico Leonardo da Vinci,Pescara,presentazione manuali,1,Margherita
9,01-lun,23/03/2026,9-13,4CU,Liceo Pascal,Pompei,presentazione manuali,1,Margherita
9,01-lun,23/03/2026,9-13,3A,Liceo Scientifico P. P. Pasolini,Potenza,orientamento e competenze,2,Anita
9,01-lun,23/03/2026,9-13,3E,Liceo Scientifico P. P. Pasolini,Potenza,presentazione manuali,1,Andreea
9,01-lun,23/03/2026,15-19,"4BSA,4C",Liceo Scientifico G. Galilei,Pescara,presentazione manuali,1,Margherita
9,01-lun,23/03/2026,15.30-17.30,"4C,5AM",Liceo Scientifico P. P. Pasolini,Potenza,presentazione manuali,1,Andreea
9,01-lun,23/03/2026,15.30-17.30,"5C,5D",Liceo Scientifico P. P. Pasolini,Potenza,sensibilizzazione discriminazioni di genere,1,Anita
9,02-mar,24/03/2026,8-10,4B,IIS. E. Mattei,Vasto,citizen science,3,Margherita
9,02-mar,24/03/2026,8-10,4C,IIS. E. Mattei,Vasto,citizen science,4,Margherita
9,02-mar,24/03/2026,8-10,"4D,5F",Liceo Scientifico Leonardo da Vinci,Pescara,presentazione manuali,1,Anita
9,02-mar,24/03/2026,8-10,4G,Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,5,Anita
9,02-mar,24/03/2026,10-12,"3GL,5AL",IIS PeanoRosa,Nereto,presentazione manuali,1,Margherita
9,02-mar,24/03/2026,10-12,4F,Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,4,Anita
9,02-mar,24/03/2026,14-18,4BNO,Lic. Scientifico Bafile,L'Aquila,presentazione manuali,1,Anita
9,03-mer,25/03/2026,14-16,5DNO,Lic. Scientifico Bafile,L'Aquila,presentazione manuali,1,Ida
9,05-ven,27/03/2026,8-10,"3O,4O",Liceo Scientifico Leonardo da Vinci,Pescara,sensibilizzazione discriminazioni di genere,2,Anita
10,01-lun,30/03/2026,8-10,"4C,4G",Liceo Scientifico Leonardo da Vinci,Pescara,presentazione manuali,1,Ida
10,01-lun,30/03/2026,9-13,"5C,5D",Liceo Scientifico P. P. Pasolini,Potenza,sensibilizzazione discriminazioni di genere,2,Andreea
10,02-mar,31/03/2026,8-10,4B,IIS. E. Mattei,Vasto,citizen science,4,Andreea
10,02-mar,31/03/2026,8-10,4F,Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,5,Andreea
10,02-mar,31/03/2026,10-12,"3CL,4GL",IIS PeanoRosa,Nereto,presentazione manuali,1,Andreea
10,02-mar,31/03/2026,10-12,"4O,5H",Liceo Scientifico Leonardo da Vinci,Pescara,presentazione manuali,1,Anita
10,03-mer,01/04/2026,8-10,5ALSA,IIS Amedeo D'Aosta,L'Aquila,presentazione manuali,1,Anita
10,03-mer,01/04/2026,10-12,4C,IIS. E. Mattei,Vasto,citizen science,5,Anita
11,01-lun,13/04/2026,9-13,"3A,5C",Liceo Scientifico P. P. Pasolini,Potenza,presentazione manuali,1,Ida
11,01-lun,13/04/2026,9-13,"5D,5E",Liceo Scientifico P. P. Pasolini,Potenza,presentazione manuali,1,Anita
11,02-mar,14/04/2026,8-10,4C,IIS. E. Mattei,Vasto,presentazione manuali,1,Ida
11,02-mar,14/04/2026,8-10,"3O,4F",Liceo Scientifico Leonardo da Vinci,Pescara,presentazione manuali,1,Anita
11,02-mar,14/04/2026,10-12,"3C,5B",IIS. E. Mattei,Vasto,presentazione manuali,1,Ida
11,04-gio,16/04/2026,8-10,4B,IIS. E. Mattei,Vasto,citizen science,5,Margherita
11,05-ven,17/04/2026,11-13,4H,Liceo Scientifico Leonardo da Vinci,Pescara,presentazione manuali,1,Anita
12,04-gio,23/04/2026,11-13,3InA,IIS L.Da Vinci-De Giorgio,Lanciano,presentazione manuali,1,Margherita
13,01-lun,27/04/2026,8-10,4B,IIS. E. Mattei,Vasto,presentazione manuali,1,Ida
15,01-lun,11/05/2026,8-10,"3A,3D",Liceo Scientifico e Linguistico M.Curie,Giulianova,presentazione manuali,1,Ida
