classe_id,classe_nome,scuola_nome,laboratorio_id,laboratorio_nome,incontro_num,formatrice_id,formatrice_nome,settimana,giorno_num,giorno_nome,fascia_num,fascia_nome,slot,data_ora,accorpata_con
26,3ESA,Liceo Pascal,5,orientamento e competenze,1,4,Margherita,4,5,Sabato,2,Mattino2,302,28/02/2026 11:00-13:00,3AS
52,3O,Liceo Scientifico Leonardo da Vinci,4,citizen science,3,2,Andreea,4,5,Sabato,2,Mattino2,302,28/02/2026 11:00-13:00,4D
75,3E,Liceo Scientifico P. P. Pasolini,7,sensibilizzazione discriminazioni di genere,2,3,Ida,4,5,Sabato,2,Mattino2,302,28/02/2026 11:00-13:00,3A
7,4BNO,Lic. Scientifico Bafile,7,sensibilizzazione discriminazioni di genere,2,2,Andreea,4,5,Sabato,3,Pomeriggio,303,28/02/2026 14:00-16:00,
61,5G,Liceo Scientifico Leonardo da Vinci,4,citizen science,5,1,Anita,4,5,Sabato,3,Pomeriggio,303,28/02/2026 14:00-16:00,4F
86,5A,IIS Fermi,9,sensibilizzazione discriminazioni di genere pt.2,1,4,Margherita,4,5,Sabato,3,Pomeriggio,303,28/02/2026 14:00-16:00,5F
25,3AS,Liceo Pascal,8,presentazione manuali,1,4,Margherita,5,0,Lunedì,1,Mattino1,301,02/03/2026 09:00-11:00,4CU
31,4CU,Liceo Pascal,8,presentazione manuali,1,4,Margherita,5,0,Lunedì,1,Mattino1,301,02/03/2026 09:00-11:00,3AS
37,3G,Liceo Scientifico Einstein,4,citizen science,2,3,Ida,5,0,Lunedì,1,Mattino1,301,02/03/2026 09:00-11:00,3F
75,3E,Liceo Scientifico P. P. Pasolini,8,presentazione manuali,1,1,Anita,5,0,Lunedì,1,Mattino1,301,02/03/2026 09:00-11:00,
80,5D,Liceo Scientifico P. P. Pasolini,5,orientamento e competenze,2,2,Andreea,5,0,Lunedì,1,Mattino1,301,02/03/2026 09:00-11:00,5C
7,4BNO,Lic. Scientifico Bafile,5,orientamento e competenze,2,1,Anita,5,0,Lunedì,2,Mattino2,302,02/03/2026 11:00-13:00,5DNO
8,5DNO,Lic. Scientifico Bafile,5,orientamento e competenze,2,1,Anita,5,0,Lunedì,2,Mattino2,302,02/03/2026 11:00-13:00,4BNO
54,4D,Liceo Scientifico Leonardo da Vinci,4,citizen science,3,2,Andreea,5,0,Lunedì,2,Mattino2,302,02/03/2026 11:00-13:00,3O
73,3A,Liceo Scientifico P. P. Pasolini,7,sensibilizzazione discriminazioni di genere,2,3,Ida,5,0,Lunedì,2,Mattino2,302,02/03/2026 11:00-13:00,3E
55,4F,Liceo Scientifico Leonardo da Vinci,4,citizen science,5,1,Anita,5,0,Lunedì,3,Pomeriggio,303,02/03/2026 14:00-16:00,5G
87,5F,IIS Fermi,9,sensibilizzazione discriminazioni di genere pt.2,1,4,Margherita,5,0,Lunedì,3,Pomeriggio,303,02/03/2026 14:00-16:00,5A
30,4BU,Liceo Pascal,4,citizen science,1,1,Anita,5,1,Martedì,1,Mattino1,313,03/03/2026 09:00-11:00,4DS
32,4DS,Liceo Pascal,4,citizen science,1,1,Anita,5,1,Martedì,1,Mattino1,313,03/03/2026 09:00-11:00,4BU
57,4H,Liceo Scientifico Leonardo da Vinci,4,citizen science,3,4,Margherita,5,1,Martedì,1,Mattino1,313,03/03/2026 09:00-11:00,5F
60,5F,Liceo Scientifico Leonardo da Vinci,4,citizen science,3,4,Margherita,5,1,Martedì,1,Mattino1,313,03/03/2026 09:00-11:00,4H
81,5E,Liceo Scientifico P. P. Pasolini,4,citizen science,4,2,Andreea,5,1,Martedì,1,Mattino1,313,03/03/2026 09:00-11:00,
69,3C,Liceo Scientifico e Linguistico M.Curie,4,citizen science,1,4,Margherita,5,1,Martedì,2,Mattino2,314,03/03/2026 11:00-13:00,5E
71,5E,Liceo Scientifico e Linguistico M.Curie,4,citizen science,1,4,Margherita,5,1,Martedì,2,Mattino2,314,03/03/2026 11:00-13:00,3C
15,3AtMb,IIS L.Da Vinci-De Giorgio,4,citizen science,3,1,Anita,5,2,Mercoledì,1,Mattino1,325,04/03/2026 09:00-11:00,3InA
16,3InA,IIS L.Da Vinci-De Giorgio,4,citizen science,3,1,Anita,5,2,Mercoledì,1,Mattino1,325,04/03/2026 09:00-11:00,3AtMb
79,5C,Liceo Scientifico P. P. Pasolini,4,citizen science,2,2,Andreea,5,2,Mercoledì,1,Mattino1,325,04/03/2026 09:00-11:00,
28,4BS,Liceo Pascal,4,citizen science,5,1,Anita,5,2,Mercoledì,2,Mattino2,326,04/03/2026 11:00-13:00,5AS
34,5AS,Liceo Pascal,4,citizen science,5,1,Anita,5,2,Mercoledì,2,Mattino2,326,04/03/2026 11:00-13:00,4BS
70,3D,Liceo Scientifico e Linguistico M.Curie,4,citizen science,1,1,Anita,5,5,Sabato,1,Mattino1,361,07/03/2026 09:00-11:00,5C
72,5C,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5,3,Ida,5,5,Sabato,1,Mattino1,361,07/03/2026 09:00-11:00,3D
10,3CI,IIS Amedeo D'Aosta,4,citizen science,2,3,Ida,5,5,Sabato,2,Mattino2,362,07/03/2026 11:00-13:00,4CI
63,5I,Liceo Scientifico Leonardo da Vinci,7,sensibilizzazione discriminazioni di genere,1,1,Anita,5,5,Sabato,2,Mattino2,362,07/03/2026 11:00-13:00,5H
1,3A,IIS. E. Mattei,8,presentazione manuali,1,1,Anita,5,5,Sabato,3,Pomeriggio,363,07/03/2026 14:00-16:00,4C
4,4C,IIS. E. Mattei,8,presentazione manuali,1,1,Anita,5,5,Sabato,3,Pomeriggio,363,07/03/2026 14:00-16:00,3A
11,4ALSA,IIS Amedeo D'Aosta,8,presentazione manuali,1,3,Ida,5,5,Sabato,3,Pomeriggio,363,07/03/2026 14:00-16:00,5DI
53,4C,Liceo Scientifico Leonardo da Vinci,4,citizen science,2,2,Andreea,5,5,Sabato,3,Pomeriggio,363,07/03/2026 14:00-16:00,4G
56,4G,Liceo Scientifico Leonardo da Vinci,4,citizen science,2,2,Andreea,5,5,Sabato,3,Pomeriggio,363,07/03/2026 14:00-16:00,4C
53,4C,Liceo Scientifico Leonardo da Vinci,4,citizen science,3,2,Andreea,6,0,Lunedì,1,Mattino1,361,09/03/2026 09:00-11:00,4G
56,4G,Liceo Scientifico Leonardo da Vinci,4,citizen science,3,2,Andreea,6,0,Lunedì,1,Mattino1,361,09/03/2026 09:00-11:00,4C
69,3C,Liceo Scientifico e Linguistico M.Curie,4,citizen science,4,4,Margherita,6,0,Lunedì,1,Mattino1,361,09/03/2026 09:00-11:00,5E
70,3D,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5,3,Ida,6,0,Lunedì,1,Mattino1,361,09/03/2026 09:00-11:00,5C
71,5E,Liceo Scientifico e Linguistico M.Curie,4,citizen science,4,4,Margherita,6,0,Lunedì,1,Mattino1,361,09/03/2026 09:00-11:00,3C
72,5C,Liceo Scientifico e Linguistico M.Curie,4,citizen science,1,1,Anita,6,0,Lunedì,1,Mattino1,361,09/03/2026 09:00-11:00,3D
2,3C,IIS. E. Mattei,4,citizen science,5,2,Andreea,6,0,Lunedì,2,Mattino2,362,09/03/2026 11:00-13:00,4C
4,4C,IIS. E. Mattei,4,citizen science,5,2,Andreea,6,0,Lunedì,2,Mattino2,362,09/03/2026 11:00-13:00,3C
12,4CI,IIS Amedeo D'Aosta,4,citizen science,2,3,Ida,6,0,Lunedì,2,Mattino2,362,09/03/2026 11:00-13:00,3CI
62,5H,Liceo Scientifico Leonardo da Vinci,7,sensibilizzazione discriminazioni di genere,1,1,Anita,6,0,Lunedì,2,Mattino2,362,09/03/2026 11:00-13:00,5I
13,5DI,IIS Amedeo D'Aosta,8,presentazione manuali,1,3,Ida,6,0,Lunedì,3,Pomeriggio,363,09/03/2026 14:00-16:00,4ALSA
25,3AS,Liceo Pascal,5,orientamento e competenze,2,1,Anita,6,1,Martedì,1,Mattino1,373,10/03/2026 09:00-11:00,3ESA
26,3ESA,Liceo Pascal,5,orientamento e competenze,2,1,Anita,6,1,Martedì,1,Mattino1,373,10/03/2026 09:00-11:00,3AS
81,5E,Liceo Scientifico P. P. Pasolini,4,citizen science,5,2,Andreea,6,1,Martedì,1,Mattino1,373,10/03/2026 09:00-11:00,
28,4BS,Liceo Pascal,8,presentazione manuali,1,1,Anita,6,1,Martedì,2,Mattino2,374,10/03/2026 11:00-13:00,4AS
29,4AS,Liceo Pascal,8,presentazione manuali,1,1,Anita,6,1,Martedì,2,Mattino2,374,10/03/2026 11:00-13:00,4BS
19,5AtIB,IIS L.Da Vinci-De Giorgio,7,sensibilizzazione discriminazioni di genere,1,1,Anita,6,2,Mercoledì,1,Mattino1,385,11/03/2026 09:00-11:00,
22,3CL,IIS PeanoRosa,8,presentazione manuali,1,4,Margherita,6,2,Mercoledì,1,Mattino1,385,11/03/2026 09:00-11:00,5AL
24,5AL,IIS PeanoRosa,8,presentazione manuali,1,4,Margherita,6,2,Mercoledì,1,Mattino1,385,11/03/2026 09:00-11:00,3CL
18,4MA,IIS L.Da Vinci-De Giorgio,8,presentazione manuali,1,4,Margherita,6,2,Mercoledì,2,Mattino2,386,11/03/2026 11:00-13:00,5MBCH
20,5MBCH,IIS L.Da Vinci-De Giorgio,8,presentazione manuali,1,4,Margherita,6,2,Mercoledì,2,Mattino2,386,11/03/2026 11:00-13:00,4MA
16,3InA,IIS L.Da Vinci-De Giorgio,4,citizen science,4,1,Anita,6,5,Sabato,1,Mattino1,421,14/03/2026 09:00-11:00,3AtMb
36,3F,Liceo Scientifico Einstein,4,citizen science,1,3,Ida,6,5,Sabato,1,Mattino1,421,14/03/2026 09:00-11:00,3G
46,4B,Liceo Scientifico G. Galilei,4,citizen science,3,4,Margherita,6,5,Sabato,1,Mattino1,421,14/03/2026 09:00-11:00,4ASA
32,4DS,Liceo Pascal,4,citizen science,4,1,Anita,6,5,Sabato,2,Mattino2,422,14/03/2026 11:00-13:00,4BU
37,3G,Liceo Scientifico Einstein,4,citizen science,5,3,Ida,6,5,Sabato,2,Mattino2,422,14/03/2026 11:00-13:00,3F
60,5F,Liceo Scientifico Leonardo da Vinci,4,citizen science,5,4,Margherita,6,5,Sabato,2,Mattino2,422,14/03/2026 11:00-13:00,4H
74,3C,Liceo Scientifico P. P. Pasolini,7,sensibilizzazione discriminazioni di genere,2,2,Andreea,6,5,Sabato,2,Mattino2,422,14/03/2026 11:00-13:00,5C
79,5C,Liceo Scientifico P. P. Pasolini,7,sensibilizzazione discriminazioni di genere,2,2,Andreea,6,5,Sabato,2,Mattino2,422,14/03/2026 11:00-13:00,3C
15,3AtMb,IIS L.Da Vinci-De Giorgio,8,presentazione manuali,1,3,Ida,6,5,Sabato,3,Pomeriggio,423,14/03/2026 14:00-16:00,4AtA
45,4ASA,Liceo Scientifico G. Galilei,4,citizen science,2,4,Margherita,6,5,Sabato,3,Pomeriggio,423,14/03/2026 14:00-16:00,4B
73,3A,Liceo Scientifico P. P. Pasolini,4,citizen science,5,2,Andreea,6,5,Sabato,3,Pomeriggio,423,14/03/2026 14:00-16:00,5D
76,4A,Liceo Scientifico P. P. Pasolini,8,presentazione manuali,1,1,Anita,6,5,Sabato,3,Pomeriggio,423,14/03/2026 14:00-16:00,3A
80,5D,Liceo Scientifico P. P. Pasolini,4,citizen science,5,2,Andreea,6,5,Sabato,3,Pomeriggio,423,14/03/2026 14:00-16:00,3A
15,3AtMb,IIS L.Da Vinci-De Giorgio,4,citizen science,4,1,Anita,7,0,Lunedì,1,Mattino1,421,16/03/2026 09:00-11:00,3InA
37,3G,Liceo Scientifico Einstein,4,citizen science,1,3,Ida,7,0,Lunedì,1,Mattino1,421,16/03/2026 09:00-11:00,3F
45,4ASA,Liceo Scientifico G. Galilei,4,citizen science,3,4,Margherita,7,0,Lunedì,1,Mattino1,421,16/03/2026 09:00-11:00,4B
79,5C,Liceo Scientifico P. P. Pasolini,5,orientamento e competenze,1,2,Andreea,7,0,Lunedì,1,Mattino1,421,16/03/2026 09:00-11:00,5D
80,5D,Liceo Scientifico P. P. Pasolini,5,orientamento e competenze,1,2,Andreea,7,0,Lunedì,1,Mattino1,421,16/03/2026 09:00-11:00,5C
30,4BU,Liceo Pascal,4,citizen science,4,1,Anita,7,0,Lunedì,2,Mattino2,422,16/03/2026 11:00-13:00,4DS
36,3F,Liceo Scientifico Einstein,4,citizen science,5,3,Ida,7,0,Lunedì,2,Mattino2,422,16/03/2026 11:00-13:00,3G
57,4H,Liceo Scientifico Leonardo da Vinci,4,citizen science,5,4,Margherita,7,0,Lunedì,2,Mattino2,422,16/03/2026 11:00-13:00,5F
17,4AtA,IIS L.Da Vinci-De Giorgio,8,presentazione manuali,1,3,Ida,7,0,Lunedì,3,Pomeriggio,423,16/03/2026 14:00-16:00,3AtMb
46,4B,Liceo Scientifico G. Galilei,4,citizen science,2,4,Margherita,7,0,Lunedì,3,Pomeriggio,423,16/03/2026 14:00-16:00,4ASA
73,3A,Liceo Scientifico P. P. Pasolini,8,presentazione manuali,1,1,Anita,7,0,Lunedì,3,Pomeriggio,423,16/03/2026 14:00-16:00,4A
2,3C,IIS. E. Mattei,4,citizen science,4,2,Andreea,7,1,Martedì,1,Mattino1,433,17/03/2026 09:00-11:00,4C
4,4C,IIS. E. Mattei,4,citizen science,4,2,Andreea,7,1,Martedì,1,Mattino1,433,17/03/2026 09:00-11:00,3C
10,3CI,IIS Amedeo D'Aosta,8,presentazione manuali,1,3,Ida,7,1,Martedì,1,Mattino1,433,17/03/2026 09:00-11:00,4CI
12,4CI,IIS Amedeo D'Aosta,8,presentazione manuali,1,3,Ida,7,1,Martedì,1,Mattino1,433,17/03/2026 09:00-11:00,3CI
21,3GL,IIS PeanoRosa,4,citizen science,3,1,Anita,7,1,Martedì,1,Mattino1,433,17/03/2026 09:00-11:00,5AL
24,5AL,IIS PeanoRosa,4,citizen science,3,1,Anita,7,1,Martedì,1,Mattino1,433,17/03/2026 09:00-11:00,3GL
47,4BSA,Liceo Scientifico G. Galilei,4,citizen science,2,4,Margherita,7,1,Martedì,1,Mattino1,433,17/03/2026 09:00-11:00,4H
50,4H,Liceo Scientifico G. Galilei,4,citizen science,2,4,Margherita,7,1,Martedì,1,Mattino1,433,17/03/2026 09:00-11:00,4BSA
1,3A,IIS. E. Mattei,4,citizen science,5,1,Anita,7,1,Martedì,2,Mattino2,434,17/03/2026 11:00-13:00,4B
3,4B,IIS. E. Mattei,4,citizen science,5,1,Anita,7,1,Martedì,2,Mattino2,434,17/03/2026 11:00-13:00,3A
9,3BLSA,IIS Amedeo D'Aosta,8,presentazione manuali,1,3,Ida,7,1,Martedì,2,Mattino2,434,17/03/2026 11:00-13:00,5ALSA
14,5ALSA,IIS Amedeo D'Aosta,8,presentazione manuali,1,3,Ida,7,1,Martedì,2,Mattino2,434,17/03/2026 11:00-13:00,3BLSA
69,3C,Liceo Scientifico e Linguistico M.Curie,4,citizen science,2,4,Margherita,7,1,Martedì,2,Mattino2,434,17/03/2026 11:00-13:00,5E
71,5E,Liceo Scientifico e Linguistico M.Curie,4,citizen science,2,4,Margherita,7,1,Martedì,2,Mattino2,434,17/03/2026 11:00-13:00,3C
52,3O,Liceo Scientifico Leonardo da Vinci,4,citizen science,2,2,Andreea,7,2,Mercoledì,1,Mattino1,445,18/03/2026 09:00-11:00,4D
54,4D,Liceo Scientifico Leonardo da Vinci,4,citizen science,2,2,Andreea,7,2,Mercoledì,1,Mattino1,445,18/03/2026 09:00-11:00,3O
55,4F,Liceo Scientifico Leonardo da Vinci,4,citizen science,4,3,Ida,7,2,Mercoledì,1,Mattino1,445,18/03/2026 09:00-11:00,5G
61,5G,Liceo Scientifico Leonardo da Vinci,4,citizen science,4,3,Ida,7,2,Mercoledì,1,Mattino1,445,18/03/2026 09:00-11:00,4F
27,4AS-SAA,Liceo Pascal,4,citizen science,3,4,Margherita,7,5,Sabato,1,Mattino1,481,21/03/2026 09:00-11:00,4AS
77,4C,Liceo Scientifico P. P. Pasolini,8,presentazione manuali,1,2,Andreea,7,5,Sabato,1,Mattino1,481,21/03/2026 09:00-11:00,5C
16,3InA,IIS L.Da Vinci-De Giorgio,4,citizen science,5,1,Anita,7,5,Sabato,2,Mattino2,482,21/03/2026 11:00-13:00,3AtMb
29,4AS,Liceo Pascal,4,citizen science,5,3,Ida,7,5,Sabato,2,Mattino2,482,21/03/2026 11:00-13:00,4AS-SAA
18,4MA,IIS L.Da Vinci-De Giorgio,5,orientamento e competenze,2,1,Anita,7,5,Sabato,3,Pomeriggio,483,21/03/2026 14:00-16:00,5AtIB
43,3DSA,Liceo Scientifico G. Galilei,5,orientamento e competenze,1,2,Andreea,7,5,Sabato,3,Pomeriggio,483,21/03/2026 14:00-16:00,4CSA
44,3I,Liceo Scientifico G. Galilei,8,presentazione manuali,1,4,Margherita,7,5,Sabato,3,Pomeriggio,483,21/03/2026 14:00-16:00,4CSA
49,4CSA,Liceo Scientifico G. Galilei,5,orientamento e competenze,1,2,Andreea,7,5,Sabato,3,Pomeriggio,483,21/03/2026 14:00-16:00,3DSA
29,4AS,Liceo Pascal,4,citizen science,3,4,Margherita,8,0,Lunedì,1,Mattino1,481,23/03/2026 09:00-11:00,4AS-SAA
31,4CU,Liceo Pascal,4,citizen science,2,3,Ida,8,0,Lunedì,1,Mattino1,481,23/03/2026 09:00-11:00,5BS
33,5BS,Liceo Pascal,4,citizen science,2,3,Ida,8,0,Lunedì,1,Mattino1,481,23/03/2026 09:00-11:00,4CU
76,4A,Liceo Scientifico P. P. Pasolini,4,citizen science,4,1,Anita,8,0,Lunedì,1,Mattino1,481,23/03/2026 09:00-11:00,4C
77,4C,Liceo Scientifico P. P. Pasolini,4,citizen science,4,1,Anita,8,0,Lunedì,1,Mattino1,481,23/03/2026 09:00-11:00,4A
79,5C,Liceo Scientifico P. P. Pasolini,8,presentazione manuali,1,2,Andreea,8,0,Lunedì,1,Mattino1,481,23/03/2026 09:00-11:00,4C
15,3AtMb,IIS L.Da Vinci-De Giorgio,4,citizen science,5,1,Anita,8,0,Lunedì,2,Mattino2,482,23/03/2026 11:00-13:00,3InA
27,4AS-SAA,Liceo Pascal,4,citizen science,5,3,Ida,8,0,Lunedì,2,Mattino2,482,23/03/2026 11:00-13:00,4AS
19,5AtIB,IIS L.Da Vinci-De Giorgio,5,orientamento e competenze,2,1,Anita,8,0,Lunedì,3,Pomeriggio,483,23/03/2026 14:00-16:00,4MA
49,4CSA,Liceo Scientifico G. Galilei,8,presentazione manuali,1,4,Margherita,8,0,Lunedì,3,Pomeriggio,483,23/03/2026 14:00-16:00,3I
47,4BSA,Liceo Scientifico G. Galilei,4,citizen science,1,1,Anita,8,1,Martedì,1,Mattino1,493,24/03/2026 09:00-11:00,4H
50,4H,Liceo Scientifico G. Galilei,4,citizen science,1,1,Anita,8,1,Martedì,1,Mattino1,493,24/03/2026 09:00-11:00,4BSA
62,5H,Liceo Scientifico Leonardo da Vinci,7,sensibilizzazione discriminazioni di genere,2,1,Anita,8,1,Martedì,2,Mattino2,494,24/03/2026 11:00-13:00,5I
63,5I,Liceo Scientifico Leonardo da Vinci,7,sensibilizzazione discriminazioni di genere,2,1,Anita,8,1,Martedì,2,Mattino2,494,24/03/2026 11:00-13:00,5H
66,3B,Liceo Scientifico Vitruvio Pollione,5,orientamento e competenze,1,1,Anita,8,1,Martedì,3,Pomeriggio,495,24/03/2026 14:00-16:00,3M
67,3M,Liceo Scientifico Vitruvio Pollione,5,orientamento e competenze,1,1,Anita,8,1,Martedì,3,Pomeriggio,495,24/03/2026 14:00-16:00,3B
7,4BNO,Lic. Scientifico Bafile,8,presentazione manuali,1,1,Anita,8,2,Mercoledì,1,Mattino1,505,25/03/2026 09:00-11:00,
43,3DSA,Liceo Scientifico G. Galilei,8,presentazione manuali,1,4,Margherita,8,2,Mercoledì,1,Mattino1,505,25/03/2026 09:00-11:00,
73,3A,Liceo Scientifico P. P. Pasolini,4,citizen science,1,2,Andreea,8,2,Mercoledì,1,Mattino1,505,25/03/2026 09:00-11:00,5D
75,3E,Liceo Scientifico P. P. Pasolini,5,orientamento e competenze,1,3,Ida,8,2,Mercoledì,1,Mattino1,505,25/03/2026 09:00-11:00,5E
80,5D,Liceo Scientifico P. P. Pasolini,4,citizen science,1,2,Andreea,8,2,Mercoledì,1,Mattino1,505,25/03/2026 09:00-11:00,3A
81,5E,Liceo Scientifico P. P. Pasolini,5,orientamento e competenze,1,3,Ida,8,2,Mercoledì,1,Mattino1,505,25/03/2026 09:00-11:00,3E
10,3CI,IIS Amedeo D'Aosta,4,citizen science,3,3,Ida,8,2,Mercoledì,2,Mattino2,506,25/03/2026 11:00-13:00,4CI
12,4CI,IIS Amedeo D'Aosta,4,citizen science,3,3,Ida,8,2,Mercoledì,2,Mattino2,506,25/03/2026 11:00-13:00,3CI
44,3I,Liceo Scientifico G. Galilei,5,orientamento e competenze,1,4,Margherita,8,2,Mercoledì,2,Mattino2,506,25/03/2026 11:00-13:00,4C
48,4C,Liceo Scientifico G. Galilei,5,orientamento e competenze,1,4,Margherita,8,2,Mercoledì,2,Mattino2,506,25/03/2026 11:00-13:00,3I
13,5DI,IIS Amedeo D'Aosta,5,orientamento e competenze,1,3,Ida,8,2,Mercoledì,3,Pomeriggio,507,25/03/2026 14:00-16:00,5ALSA
14,5ALSA,IIS Amedeo D'Aosta,5,orientamento e competenze,1,3,Ida,8,2,Mercoledì,3,Pomeriggio,507,25/03/2026 14:00-16:00,5DI
45,4ASA,Liceo Scientifico G. Galilei,4,citizen science,5,1,Anita,8,5,Sabato,1,Mattino1,541,28/03/2026 09:00-11:00,4B
46,4B,Liceo Scientifico G. Galilei,4,citizen science,5,1,Anita,8,5,Sabato,1,Mattino1,541,28/03/2026 09:00-11:00,4ASA
51,5C,Liceo Scientifico G. Galilei,8,presentazione manuali,1,3,Ida,8,5,Sabato,1,Mattino1,541,28/03/2026 09:00-11:00,4B
52,3O,Liceo Scientifico Leonardo da Vinci,8,presentazione manuali,1,2,Andreea,8,5,Sabato,1,Mattino1,541,28/03/2026 09:00-11:00,4D
1,3A,IIS. E. Mattei,5,orientamento e competenze,1,4,Margherita,8,5,Sabato,2,Mattino2,542,28/03/2026 11:00-13:00,3C
22,3CL,IIS PeanoRosa,4,citizen science,2,1,Anita,8,5,Sabato,2,Mattino2,542,28/03/2026 11:00-13:00,4GL
23,4GL,IIS PeanoRosa,4,citizen science,5,2,Andreea,8,5,Sabato,2,Mattino2,542,28/03/2026 11:00-13:00,3CL
69,3C,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5,3,Ida,8,5,Sabato,2,Mattino2,542,28/03/2026 11:00-13:00,5E
2,3C,IIS. E. Mattei,5,orientamento e competenze,2,4,Margherita,8,5,Sabato,3,Pomeriggio,543,28/03/2026 14:00-16:00,3A
16,3InA,IIS L.Da Vinci-De Giorgio,4,citizen science,1,3,Ida,8,5,Sabato,3,Pomeriggio,543,28/03/2026 14:00-16:00,3AtMb
54,4D,Liceo Scientifico Leonardo da Vinci,4,citizen science,4,2,Andreea,8,5,Sabato,3,Pomeriggio,543,28/03/2026 14:00-16:00,3O
60,5F,Liceo Scientifico Leonardo da Vinci,9,sensibilizzazione discriminazioni di genere pt.2,1,1,Anita,8,5,Sabato,3,Pomeriggio,543,28/03/2026 14:00-16:00,
46,4B,Liceo Scientifico G. Galilei,8,presentazione manuali,1,3,Ida,9,0,Lunedì,1,Mattino1,541,30/03/2026 09:00-11:00,5C
54,4D,Liceo Scientifico Leonardo da Vinci,8,presentazione manuali,1,2,Andreea,9,0,Lunedì,1,Mattino1,541,30/03/2026 09:00-11:00,3O
57,4H,Liceo Scientifico Leonardo da Vinci,4,citizen science,2,4,Margherita,9,0,Lunedì,1,Mattino1,541,30/03/2026 09:00-11:00,5F
60,5F,Liceo Scientifico Leonardo da Vinci,4,citizen science,2,4,Margherita,9,0,Lunedì,1,Mattino1,541,30/03/2026 09:00-11:00,4H
2,3C,IIS. E. Mattei,5,orientamento e competenze,1,4,Margherita,9,0,Lunedì,2,Mattino2,542,30/03/2026 11:00-13:00,3A
22,3CL,IIS PeanoRosa,4,citizen science,5,2,Andreea,9,0,Lunedì,2,Mattino2,542,30/03/2026 11:00-13:00,4GL
23,4GL,IIS PeanoRosa,4,citizen science,2,1,Anita,9,0,Lunedì,2,Mattino2,542,30/03/2026 11:00-13:00,3CL
71,5E,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5,3,Ida,9,0,Lunedì,2,Mattino2,542,30/03/2026 11:00-13:00,3C
1,3A,IIS. E. Mattei,5,orientamento e competenze,2,4,Margherita,9,0,Lunedì,3,Pomeriggio,543,30/03/2026 14:00-16:00,3C
15,3AtMb,IIS L.Da Vinci-De Giorgio,4,citizen science,1,3,Ida,9,0,Lunedì,3,Pomeriggio,543,30/03/2026 14:00-16:00,3InA
52,3O,Liceo Scientifico Leonardo da Vinci,4,citizen science,4,2,Andreea,9,0,Lunedì,3,Pomeriggio,543,30/03/2026 14:00-16:00,4D
11,4ALSA,IIS Amedeo D'Aosta,4,citizen science,3,3,Ida,9,1,Martedì,1,Mattino1,553,31/03/2026 09:00-11:00,
47,4BSA,Liceo Scientifico G. Galilei,8,presentazione manuali,1,4,Margherita,9,1,Martedì,1,Mattino1,553,31/03/2026 09:00-11:00,4H
50,4H,Liceo Scientifico G. Galilei,8,presentazione manuali,1,4,Margherita,9,1,Martedì,1,Mattino1,553,31/03/2026 09:00-11:00,4BSA
68,3A,Liceo Scientifico e Linguistico M.Curie,5,orientamento e competenze,2,2,Andreea,9,1,Martedì,1,Mattino1,553,31/03/2026 09:00-11:00,
76,4A,Liceo Scientifico P. P. Pasolini,4,citizen science,3,1,Anita,9,1,Martedì,1,Mattino1,553,31/03/2026 09:00-11:00,4C
77,4C,Liceo Scientifico P. P. Pasolini,4,citizen science,3,1,Anita,9,1,Martedì,1,Mattino1,553,31/03/2026 09:00-11:00,4A
16,3InA,IIS L.Da Vinci-De Giorgio,8,presentazione manuali,1,1,Anita,9,1,Martedì,2,Mattino2,554,31/03/2026 11:00-13:00,5AtIB
19,5AtIB,IIS L.Da Vinci-De Giorgio,8,presentazione manuali,1,1,Anita,9,1,Martedì,2,Mattino2,554,31/03/2026 11:00-13:00,3InA
81,5E,Liceo Scientifico P. P. Pasolini,4,citizen science,2,2,Andreea,9,1,Martedì,2,Mattino2,554,31/03/2026 11:00-13:00,
85,4B,IIS Fermi,5,orientamento e competenze,1,4,Margherita,9,1,Martedì,2,Mattino2,554,31/03/2026 11:00-13:00,5F
87,5F,IIS Fermi,5,orientamento e competenze,1,4,Margherita,9,1,Martedì,2,Mattino2,554,31/03/2026 11:00-13:00,4B
27,4AS-SAA,Liceo Pascal,4,citizen science,2,1,Anita,9,1,Martedì,3,Pomeriggio,555,31/03/2026 14:00-16:00,4AS
29,4AS,Liceo Pascal,4,citizen science,2,1,Anita,9,1,Martedì,3,Pomeriggio,555,31/03/2026 14:00-16:00,4AS-SAA
79,5C,Liceo Scientifico P. P. Pasolini,4,citizen science,3,2,Andreea,9,1,Martedì,3,Pomeriggio,555,31/03/2026 14:00-16:00,
82,3C,IIS Fermi,5,orientamento e competenze,1,4,Margherita,9,1,Martedì,3,Pomeriggio,555,31/03/2026 14:00-16:00,3F
83,3F,IIS Fermi,5,orientamento e competenze,1,4,Margherita,9,1,Martedì,3,Pomeriggio,555,31/03/2026 14:00-16:00,3C
5,5B,IIS. E. Mattei,7,sensibilizzazione discriminazioni di genere,1,1,Anita,9,2,Mercoledì,1,Mattino1,565,01/04/2026 09:00-11:00,5C
6,5C,IIS. E. Mattei,7,sensibilizzazione discriminazioni di genere,1,1,Anita,9,2,Mercoledì,1,Mattino1,565,01/04/2026 09:00-11:00,5B
